access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,federal_agency,ev_network_ids
public,24 hours daily,,,2024-05-03,,ELEC,Public,322764,,2023-12-15,,,E,,MILTON NY P&R EV1,888-758-4389,2024-05-03T01:50:46Z,GPS,43.044553,-73.853766,Ballston Spa,US,,,NY,503 Geyser Rd,12020,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL13562621'], 'posts': ['22942041', '22942051']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322887,,2023-12-16,,,E,,ULSTER COUNTY UCAT 1,888-758-4389,2024-05-03T02:03:30Z,GPS,41.917861,-74.01696,Kingston,US,,,NY,1 Danny Circle,12401,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15258311'], 'posts': ['24781651', '24781661']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322888,,2023-12-16,,,E,,ULSTER COUNTY UCAT 2,888-758-4389,2024-05-03T02:03:30Z,GPS,41.918086,-74.017105,Kingston,US,,,NY,1 Danny Cir,12401,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15258361'], 'posts': ['24781731', '24781741']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322889,,2023-12-16,,,E,,ULSTER COUNTY UCAT 3,888-758-4389,2024-05-03T02:03:30Z,GPS,41.917896,-74.0171,Kingston,US,,,NY,1 Danny Circle,12401,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15258381'], 'posts': ['24781761', '24781771']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322996,,2023-12-19,,,E,,166 Tyler St,866-816-7584,2024-05-03T02:48:56Z,GPS,42.953316,-78.832692,Buffalo,US,,,NY,166 Tyler St,14214,,,,,,,,,,,,['J1772'],,,2.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['802e76c6-044a-4100-8e26-c66e30d2e62a'], 'posts': ['655ce6520d5ed1588308c629', '655ce7ad0d5ed1588308c659']}"
public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2024-05-03,,ELEC,Public,322998,,2023-12-19,,,E,,Six Flags Entertainment Corporation Six Flags Darien Lake 9993 Alleghany Road Darien Lake Parking,888-264-2208,2024-05-03T02:56:06Z,GPS,42.925937084,-78.385939806,Corfu,US,,,NY,"Six Flags Darien Lake
9993 Alleghany Road",14036,,,,,,,,,,,,['J1772'],,,11.0,Volta,https://voltacharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['b34cb1fb-262b-49e6-85b3-1bb23e4ff6e4'], 'posts': ['03147d96-f8ad-459a-879f-d3ba5c21f361', '03699638-effb-47cf-83af-204856c126bd', '268da1ce-abe4-4e6a-abec-908fe03264a7', '56280107-6b7a-4e3b-86b3-f5a9d2921f06', '60592fe4-a916-4141-b78d-6085a5907a4a', '7b73f5e1-3f2f-4610-a761-eaa908c78877', '7cf9fa4b-5f5e-49b2-9040-4f6dff244cbe', '92ef99d4-d526-4c60-a8c4-fb30d9c14d42', '9c1b6112-6266-4aee-8c9c-957d8c6f9a23', 'a65f9ef3-3b6f-4e8c-8555-842a234c8fd4', 'c41e3048-bcd8-479b-bd7e-cbb0864dd710']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323009,,2023-10-16,,,E,,Alumni Hall,888-998-2546,2024-05-03T00:12:19Z,GPS,42.464875,-75.065693,Oneonta,US,,,NY,51 South West Dorm Drive,13820,,,,,,,,,,,,['J1772'],,,4.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['4d87b834-729c-4f7f-aa2a-ea40245f37eb'], 'posts': ['1d7355fd-6e4e-4183-a5fb-6aa986253d11', '368f50c4-4dfe-4d04-abb0-11b2e102b86d', 'a2f5a613-a189-4ea5-b402-924b5f4f07e5', 'ac2983ab-1991-4fa2-87d5-763debdefafe']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323060,,2023-12-20,,,E,,WEST HERR AUTO WH FA L2-1,888-758-4389,2024-05-03T02:02:55Z,GPS,43.018187,-78.766693,Getzville,US,,,NY,2600 Millersport Hwy,14068,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15218911'], 'posts': ['24735581', '24735591']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323079,,2023-12-20,,,E,,WEST HERR AUTO WH FA L2-2,888-758-4389,2024-05-03T02:03:51Z,GPS,43.016892,-78.769064,Getzville,US,,,NY,10 Campbell Blvd,14068,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15281461'], 'posts': ['24808761', '24808771']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323094,,2023-12-20,,,E,,70 Linden Oaks,866-816-7584,2024-05-03T02:48:58Z,GPS,43.124194,-77.521128,Rochester,US,,,NY,70 Linden Oaks,14625,,,,,,,,,,,,['J1772'],,,4.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['df0143ea-3946-4c1d-8774-ce92324fec9e'], 'posts': ['655bb1d6f350827647f76e18', '655bb22c0d5ed1588308ab47', '655bb2f70d5ed1588308ab56', '655bb320793f654b75ddd632']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323116,,2023-12-21,,,E,,JAGUAR ALBANY JLR 2,888-758-4389,2024-05-03T00:50:46Z,GPS,42.729483,-73.853308,Colonie,US,,,NY,347 New Karner Rd,12205,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL628131'], 'posts': ['847161']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323322,,2023-12-22,,,E,,BRISTOL MTN BRISTOL MNT 3,888-758-4389,2024-05-03T02:03:41Z,GPS,42.745816,-77.403558,Canandaigua,US,,,NY,5662 New York 64,14424,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15265111'], 'posts': ['24789951', '24789961']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323323,,2023-12-22,,,E,,BRISTOL MTN BRISTOL MNT 4,888-758-4389,2024-05-03T02:03:42Z,GPS,42.745876,-77.403586,Canandaigua,US,,,NY,5662 New York 64,14424,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15265151'], 'posts': ['24790001', '24790011']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323324,,2023-12-22,,,E,,BRISTOL MTN BRISTOL MNT 1,888-758-4389,2024-05-03T02:03:42Z,GPS,42.745687,-77.403573,Canandaigua,US,,,NY,5662 New York 64,14424,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15265221'], 'posts': ['24790081', '24790091']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323325,,2023-12-22,,,E,,BRISTOL MTN BRISTOL MNT 2,888-758-4389,2024-05-03T02:03:42Z,GPS,42.74577,-77.403573,Canandaigua,US,,,NY,5662 New York 64,14424,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15265291'], 'posts': ['24790161', '24790171']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323338,,2023-12-22,,,E,,MONROE COUNTY MCC DT S1,888-758-4389,2024-05-03T02:03:53Z,GPS,43.159396,-77.619112,Rochester,US,,,NY,MCC Downtown Campus 321 State Street,14608,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15284781'], 'posts': ['24813041', '24813051']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323342,,2023-12-22,,,E,,MONROE COUNTY MCC DT N1,888-758-4389,2024-05-03T02:03:54Z,GPS,43.159447,-77.619183,Rochester,US,,,NY,MCC Downtown Campus 321 State Street,14608,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15285241'], 'posts': ['24813591', '24813601']}"
public,24 hours daily,,,2024-01-09,,ELEC,Public,323400,LD,2023-10-01,P,False,E,HOTEL,Circuit Chargers (Rockaway Hotel),,2024-01-31T22:07:01Z,200-8,40.5815,-73.8388,Far Rockaway,US,,,NY,108-03 Beach Channel Dr,11694,,,,,,,,,,,,['J1772'],,,8.0,Non-Networked,,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,323426,,2023-12-23,,,E,,MILTON NY SUZANNES EV2,888-758-4389,2024-05-03T02:02:46Z,GPS,43.042921,-73.855076,Ballston Spa,US,,,NY,13 Woodthrush Court,12020,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL14362641'], 'posts': ['23874011', '23874021']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323432,,2023-12-23,,,E,,MILTON NY SUZANNES EV3,888-758-4389,2024-05-03T02:03:15Z,GPS,43.042794,-73.855037,Ballston Spa,US,,,NY,13 Woodthrush Court,12020,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15248161'], 'posts': ['24769141', '24769151']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323434,,2023-12-23,,,E,,MILTON NY SUZANNES EV1,888-758-4389,2024-05-03T02:03:16Z,GPS,43.042968,-73.855013,Ballston Spa,US,,,NY,13 Woodthrush Court,12020,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15248501'], 'posts': ['24769641', '24769651']}"
public,24 hours daily,,,2024-05-02,,ELEC,Public,323474,,2023-12-26,,,E,,800 Montauk Hwy,877-455-3833,2024-05-02T23:57:24Z,GPS,40.79979,-72.87068,Shirley,US,,,NY,800 Montauk Hwy,11967,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",6.0,,,eVgo Network,https://www.evgo.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['61495'], 'posts': ['129798', '129800', '129804', '129805', '129806', '129807']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323479,,2023-12-26,,,E,,MILTON NY P&R EV5,888-758-4389,2024-05-03T01:50:46Z,GPS,43.044648,-73.853468,Ballston Spa,US,,,NY,503 Geyser Rd,12020,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL13562631'], 'posts': ['22942061', '22942071']}"
public,Mon 8:00am - 4:00pm; Tue 8:00am - 4:00pm; Wed 8:00am - 4:00pm; Thu 8:00am - 4:00pm; Fri 8:00am - 4:00pm,,,2024-05-03,,ELEC,Public,323536,,2023-12-28,,,E,,VOB VILLAGE HALL 1,888-758-4389,2024-05-03T02:04:03Z,GPS,40.934991,-73.831832,Bronxville,US,,,NY,200 Pondfield Rd,10708,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15303741'], 'posts': ['24834431', '24834441']}"
public,Mon 8:00am - 4:00pm; Tue 8:00am - 4:00pm; Wed 8:00am - 4:00pm; Thu 8:00am - 4:00pm; Fri 8:00am - 4:00pm,,,2024-05-03,,ELEC,Public,323537,,2023-12-28,,,E,,VOB VILLAGE HALL 2,888-758-4389,2024-05-03T02:04:03Z,GPS,40.934914,-73.831952,Bronxville,US,,,NY,8 Alden Pl,10708,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15303751'], 'posts': ['24834451', '24834461']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323576,,2023-12-29,,,E,,PLAZA HYUNDAI PUBLIC LEVEL 3,888-758-4389,2024-05-03T02:04:06Z,GPS,40.618364,-73.945066,Brooklyn,US,,,NY,2705 Nostrand Ave.,11210,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15310051'], 'posts': ['24841671']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323736,,2024-01-03,,,E,,WEST HERR AUTO WH FH L2-1,888-758-4389,2024-05-03T02:03:21Z,GPS,42.75095,-78.854472,Hamburg,US,,,NY,5025 Camp Rd,14075,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15254871'], 'posts': ['24777431', '24777441']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323855,,2024-01-04,,,E,,WEST HERR AUTO WH FR L2-1,888-758-4389,2024-05-03T02:04:09Z,GPS,43.216421,-77.750662,Rochester,US,,,NY,4545 W Ridge Rd,14626,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15312921'], 'posts': ['24844961', '24844971']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323904,,2024-01-05,,,E,,540 WAVERLY 1,888-758-4389,2024-05-03T01:41:23Z,GPS,40.682176,-73.96585,Brooklyn,US,,,NY,540 Waverly Ave,11238,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL13008551'], 'posts': ['22307861', '22307871']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323912,,2024-01-05,,,E,,540 WAVERLY 2,888-758-4389,2024-05-03T01:42:43Z,GPS,40.681764,-73.965799,Brooklyn,US,,,NY,540 Waverly Ave,11238,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL13080941'], 'posts': ['22392051', '22392061']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323913,,2024-01-05,,,E,,540 WAVERLY 4,888-758-4389,2024-05-03T01:42:43Z,GPS,40.682163,-73.966003,Brooklyn,US,,,NY,510 Waverly Ave,11238,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL13080961'], 'posts': ['22392091', '22392101']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323914,,2024-01-05,,,E,,540 WAVERLY 5,888-758-4389,2024-05-03T01:42:43Z,GPS,40.682187,-73.965853,Brooklyn,US,,,NY,510 Waverly Ave,11238,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL13080971'], 'posts': ['22392111', '22392121']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323934,,2024-01-05,,,E,,PFIZER PR EV 18,888-758-4389,2024-05-03T02:04:35Z,GPS,41.076748,-74.018045,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15329911'], 'posts': ['24864671', '24864681']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323935,,2024-01-05,,,E,,PFIZER PR EV 22,888-758-4389,2024-05-03T02:04:35Z,GPS,41.076756,-74.017992,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15329931'], 'posts': ['24864701', '24864711']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323936,,2024-01-05,,,E,,PFIZER PR EV 26,888-758-4389,2024-05-03T02:04:35Z,GPS,41.07674,-74.018013,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15329941'], 'posts': ['24864721', '24864731']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323937,,2024-01-05,,,E,,PFIZER PR EV 21,888-758-4389,2024-05-03T02:04:35Z,GPS,41.076748,-74.018034,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15329991'], 'posts': ['24864801', '24864811']}"
public,24 hours daily,,,2024-05-03,2024-05-02,ELEC,TEMPORARILY UNAVAILABLE (Public),323938,,2024-01-05,,,T,,PFIZER PR EV 23,888-758-4389,2024-05-03T02:04:36Z,GPS,41.076748,-74.017992,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['USCPIL15330041'], 'posts': ['24864881', '24864891']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323939,,2024-01-05,,,E,,PFIZER PR EV 24,888-758-4389,2024-05-03T02:04:36Z,GPS,41.076748,-74.01797,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15330051'], 'posts': ['24864901', '24864911']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323940,,2024-01-05,,,E,,PFIZER PR EV 27,888-758-4389,2024-05-03T02:04:36Z,GPS,41.076756,-74.01797,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15330101'], 'posts': ['24864981', '24864991']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323941,,2024-01-05,,,E,,PFIZER PR EV 17,888-758-4389,2024-05-03T02:04:37Z,GPS,41.076755,-74.018034,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15330121'], 'posts': ['24865021', '24865031']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323942,,2024-01-05,,,E,,PFIZER PR EV 20,888-758-4389,2024-05-03T02:04:37Z,GPS,41.076756,-74.018024,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15330141'], 'posts': ['24865051', '24865061']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323943,,2024-01-05,,,E,,PFIZER PR EV 16,888-758-4389,2024-05-03T02:04:37Z,GPS,41.076756,-74.018045,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15330171'], 'posts': ['24865091', '24865101']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323944,,2024-01-05,,,E,,PFIZER PR EV 25,888-758-4389,2024-05-03T02:04:42Z,GPS,41.076756,-74.018002,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15330541'], 'posts': ['24865601', '24865611']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,323945,,2024-01-05,,,E,,PFIZER PR EV 19,888-758-4389,2024-05-03T02:04:43Z,GPS,41.076748,-74.018024,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15330561'], 'posts': ['24865631', '24865641']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,324267,,2024-01-06,,,E,,540 WAVERLY 3,888-758-4389,2024-05-03T01:42:43Z,GPS,40.682187,-73.965917,Brooklyn,US,,,NY,510 Waverly Ave,11238,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL13080951'], 'posts': ['22392071', '22392081']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,324293,,2024-01-06,,,E,,PFIZER PR EV 15,888-758-4389,2024-05-03T02:04:37Z,GPS,41.076756,-74.018077,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15330191'], 'posts': ['24865121', '24865131']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,324389,,2024-01-09,,,E,,PLAZA HONDA PUBLIC LEVEL 3,888-758-4389,2024-05-03T02:04:06Z,GPS,40.618355,-73.945087,Brooklyn,US,,,NY,2705 Nostrand Avenue,11210,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15310081'], 'posts': ['24841701']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,324757,,2023-04-18,,False,E,,100 Manhattanville Road,1-844-623-1001,2024-05-03T03:55:51Z,GPS,41.02612,-73.71659,Purchase,US,,,NY,100 Manhattanville Road,10577,,,,,,,,,,,,['J1772'],,,10.0,LIVINGSTON,https://www.solution.energy,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['loc_1904f9efd099ec99d87d5189d9646f6c'], 'posts': ['ev_1839b0d67807765ef127dda240bbe324', 'ev_20fd90b64fc4dce1dafca86f34ea22ef', 'ev_3685eb1ec004c3b81d3440cedfa17d3e', 'ev_4ac70462e63b1016afb1580d2efa6ff5', 'ev_74a75062e13015619b9355bc47804375', 'ev_8eef78853c950e676bec2dfab06c778b', 'ev_9c5ab12b86575b0da53d32aafbbb5823', 'ev_cf87b1cd3b5aeebcb7fa88ab6cc62137', 'ev_dbbb3175e4dc71c0bc18bdcc28c9e0b0', 'ev_ef5d64d668499a406ef64f557f4b7d63']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,324758,,2023-10-10,,False,E,,108 S Union St,1-844-623-1001,2024-05-03T03:55:29Z,GPS,43.1511,-77.59908,Rochester,US,,,NY,108 S Union St,14607,,,,,,,,,,,,['J1772'],,,4.0,LIVINGSTON,https://www.solution.energy,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['loc_fa6b59923c9de8cd319093a822e28dfc'], 'posts': ['ev_28e4728642fdb9ddb8d4677314265cf5', 'ev_3ed74be501154f3a398e95c891130c4e', 'ev_92ef7607be07f0e1352b58acfc6fd084', 'ev_e331b4234e28b4c591a13aa57a524559']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,324763,,2023-10-24,,,E,,233 Richmond Ave,1-844-623-1001,2024-05-03T03:56:33Z,GPS,42.90883,-78.8815,Buffalo,US,,,NY,233 Richmond Ave,14222,,,,,,,,,,,,['J1772'],,,4.0,LIVINGSTON,https://www.solution.energy,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['loc_a602d1420ee2c0038674ee7642e0e885'], 'posts': ['ev_2c227c1cf840b41510cdf88ce446366a', 'ev_436158259b97cbe1b3ce398bf40c16e2', 'ev_717c47743eb573a3206dfecfe957361c', 'ev_e6418dc2d1761ff80fe79eabc0c4dde7']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,324764,,2023-09-25,,False,E,,2452 Route 9 Malta,1-844-623-1001,2024-05-03T03:55:50Z,GPS,42.96762,-73.7934,Malta,US,,,NY,2452 Route 9,12020,,,,,,,,,,,,['J1772'],,,8.0,LIVINGSTON,https://www.solution.energy,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['loc_23b61feba20c97c6321ca43661059001'], 'posts': ['ev_1bb807ead964bb99d335db3848699141', 'ev_5b3055f949f081cdf549b5e1bc8de521', 'ev_74ba81437b99a8aced7dafa687adad99', 'ev_8d93f3b5a7209bb90959e4d7c0f08470', 'ev_915ced9b8fb858fbf13de3bf860891ea', 'ev_9de9e934f1c159398aaee435775bac2e', 'ev_bbdf9bf7731ea137ff7c17c638e954b6', 'ev_c3463609f4ddade05309a9d0e80c7d78']}"
